item_id,order_id,product_id,quantity,unit_price
I-000776,O-00303,P-034,3,45
I-000777,O-00304,P-018,3,98
I-000778,O-00304,P-006,2,85
I-000779,O-00305,P-027,3,52
I-000780,O-00306,P-014,3,38
I-000781,O-00306,P-013,3,18
I-000782,O-00306,P-001,1,38
I-000783,O-00306,P-012,3,65
I-000784,O-00307,P-011,1,85
I-000785,O-00308,P-031,1,85
I-000786,O-00308,P-027,3,52
I-000787,O-00308,P-032,1,45
I-000788,O-00308,P-034,3,45
I-000789,O-00309,P-020,3,120
I-000790,O-00309,P-005,1,45
I-000791,O-00309,P-021,2,24
I-000792,O-00310,P-021,2,24
I-000793,O-00310,P-007,2,98
I-000794,O-00311,P-031,3,85
I-000795,O-00311,P-012,1,65
I-000796,O-00312,P-002,3,85
I-000797,O-00312,P-013,1,18
I-000798,O-00312,P-010,1,45
I-000799,O-00313,P-024,3,65
I-000800,O-00313,P-001,3,38
I-000801,O-00313,P-002,3,85
I-000802,O-00314,P-023,1,85
I-000803,O-00315,P-030,3,32
I-000804,O-00315,P-032,3,45
I-000805,O-00315,P-015,3,18
I-000806,O-00316,P-003,1,120
I-000807,O-00317,P-032,1,45
I-000808,O-00318,P-033,1,18
I-000809,O-00318,P-007,2,98
I-000810,O-00318,P-022,1,85
I-000811,O-00318,P-011,2,85
I-000812,O-00319,P-002,2,85
I-000813,O-00319,P-022,3,85
I-000814,O-00320,P-012,1,65
I-000815,O-00320,P-010,2,45
I-000816,O-00321,P-001,1,38
I-000817,O-00321,P-017,3,58
I-000818,O-00322,P-002,2,85
I-000819,O-00322,P-020,2,120
I-000820,O-00322,P-004,3,72
I-000821,O-00323,P-002,2,85
I-000822,O-00323,P-017,3,58
I-000823,O-00323,P-005,2,45
I-000824,O-00324,P-019,1,18
I-000825,O-00324,P-034,2,45
I-000826,O-00325,P-012,3,65
I-000827,O-00325,P-017,2,58
I-000828,O-00326,P-007,2,98
I-000829,O-00326,P-033,3,18
I-000830,O-00327,P-005,2,45
I-000831,O-00327,P-002,3,85
I-000832,O-00327,P-031,1,85
I-000833,O-00328,P-026,3,52
I-000834,O-00329,P-016,3,24
I-000835,O-00330,P-010,1,45
I-000836,O-00330,P-013,1,18
I-000837,O-00330,P-006,3,85
I-000838,O-00330,P-032,3,45
I-000839,O-00331,P-009,1,98
I-000840,O-00331,P-032,2,45
I-000841,O-00331,P-017,1,58
I-000842,O-00331,P-032,2,45
I-000843,O-00332,P-006,1,85
I-000844,O-00333,P-015,2,18
I-000845,O-00333,P-023,1,85
I-000846,O-00333,P-010,2,45
I-000847,O-00334,P-028,1,38
I-000848,O-00334,P-015,2,18
I-000849,O-00335,P-010,1,45
I-000850,O-00335,P-001,2,38
I-000851,O-00335,P-011,2,85
I-000852,O-00336,P-005,1,45
I-000853,O-00337,P-009,1,98
I-000854,O-00337,P-033,2,18
I-000855,O-00337,P-016,1,24
I-000856,O-00338,P-033,3,18
I-000857,O-00338,P-034,1,45
I-000858,O-00338,P-017,3,58
I-000859,O-00339,P-001,2,38
I-000860,O-00339,P-029,2,58
I-000861,O-00339,P-034,1,45
I-000862,O-00339,P-022,2,85
I-000863,O-00340,P-024,1,65
I-000864,O-00340,P-011,1,85
I-000865,O-00340,P-009,2,98
I-000866,O-00340,P-024,1,65
I-000867,O-00341,P-030,2,32
I-000868,O-00341,P-011,3,85
I-000869,O-00341,P-012,1,65
I-000870,O-00342,P-011,3,85
I-000871,O-00342,P-002,2,85
I-000872,O-00343,P-009,1,98
I-000873,O-00343,P-013,3,18
I-000874,O-00343,P-018,2,98
I-000875,O-00344,P-025,2,18
I-000876,O-00345,P-021,1,24
I-000877,O-00345,P-020,1,120
I-000878,O-00345,P-024,2,65
I-000879,O-00345,P-018,3,98
I-000880,O-00346,P-018,1,98
I-000881,O-00346,P-024,2,65
I-000882,O-00347,P-014,3,38
I-000883,O-00347,P-002,2,85
I-000884,O-00348,P-011,3,85
I-000885,O-00348,P-031,2,85
I-000886,O-00348,P-009,1,98
I-000887,O-00349,P-029,2,58
I-000888,O-00349,P-025,1,18
I-000889,O-00349,P-021,3,24
I-000890,O-00349,P-003,1,120
I-000891,O-00350,P-005,1,45
I-000892,O-00351,P-011,1,85
I-000893,O-00351,P-022,1,85
I-000894,O-00351,P-030,1,32
I-000895,O-00351,P-014,2,38
I-000896,O-00352,P-032,2,45
I-000897,O-00353,P-002,3,85
I-000898,O-00353,P-017,2,58
I-000899,O-00354,P-005,2,45
I-000900,O-00355,P-030,1,32
I-000901,O-00355,P-024,1,65
I-000902,O-00356,P-008,1,65
I-000903,O-00356,P-029,2,58
I-000904,O-00356,P-033,1,18
I-000905,O-00356,P-030,1,32
I-000906,O-00357,P-030,2,32
I-000907,O-00357,P-018,1,98
I-000908,O-00357,P-004,2,72
I-000909,O-00358,P-004,3,72
I-000910,O-00358,P-016,3,24
I-000911,O-00359,P-017,1,58
I-000912,O-00359,P-002,1,85
I-000913,O-00359,P-028,2,38
I-000914,O-00359,P-030,3,32
I-000915,O-00360,P-033,3,18
I-000916,O-00360,P-025,3,18
I-000917,O-00360,P-020,2,120
I-000918,O-00360,P-015,1,18
I-000919,O-00361,P-021,2,24
I-000920,O-00361,P-024,2,65
I-000921,O-00361,P-027,2,52
I-000922,O-00361,P-024,1,65
I-000923,O-00362,P-014,1,38
I-000924,O-00363,P-006,2,85
I-000925,O-00363,P-002,2,85
I-000926,O-00363,P-034,3,45
I-000927,O-00363,P-004,1,72
I-000928,O-00364,P-021,3,24
I-000929,O-00365,P-019,3,18
I-000930,O-00365,P-012,3,65
I-000931,O-00365,P-026,3,52
I-000932,O-00365,P-027,3,52
I-000933,O-00366,P-032,1,45
I-000934,O-00366,P-002,2,85
I-000935,O-00367,P-006,3,85
I-000936,O-00367,P-018,3,98
I-000937,O-00368,P-016,1,24
I-000938,O-00368,P-004,1,72
I-000939,O-00368,P-024,1,65
I-000940,O-00369,P-005,1,45
I-000941,O-00370,P-034,1,45
I-000942,O-00370,P-022,3,85
I-000943,O-00370,P-010,3,45
I-000944,O-00371,P-011,1,85
I-000945,O-00371,P-028,1,38
I-000946,O-00372,P-008,2,65
I-000947,O-00372,P-013,3,18
I-000948,O-00373,P-021,1,24
I-000949,O-00373,P-007,2,98
I-000950,O-00373,P-020,1,120
I-000951,O-00373,P-017,2,58
I-000952,O-00374,P-022,1,85
I-000953,O-00374,P-009,2,98
I-000954,O-00374,P-012,3,65
I-000955,O-00375,P-010,3,45
I-000956,O-00375,P-027,3,52
I-000957,O-00375,P-029,3,58
I-000958,O-00376,P-034,2,45
I-000959,O-00376,P-022,2,85
I-000960,O-00377,P-034,3,45
I-000961,O-00377,P-022,2,85
I-000962,O-00377,P-005,3,45
I-000963,O-00378,P-025,2,18
I-000964,O-00378,P-033,1,18
I-000965,O-00378,P-007,3,98
I-000966,O-00379,P-007,3,98
I-000967,O-00379,P-023,1,85
I-000968,O-00379,P-024,2,65
I-000969,O-00379,P-012,3,65
I-000970,O-00380,P-024,2,65
I-000971,O-00380,P-034,1,45
I-000972,O-00381,P-004,3,72
I-000973,O-00381,P-022,3,85
I-000974,O-00381,P-028,3,38
I-000975,O-00382,P-019,2,18
I-000976,O-00382,P-011,1,85
I-000977,O-00382,P-022,3,85
I-000978,O-00383,P-022,2,85
I-000979,O-00383,P-017,2,58
I-000980,O-00383,P-017,1,58
I-000981,O-00383,P-010,3,45
I-000982,O-00384,P-030,3,32
I-000983,O-00384,P-009,1,98
I-000984,O-00385,P-024,2,65
I-000985,O-00385,P-002,2,85
I-000986,O-00385,P-030,2,32
I-000987,O-00385,P-005,3,45
I-000988,O-00386,P-009,1,98
I-000989,O-00386,P-025,1,18
I-000990,O-00386,P-025,2,18
I-000991,O-00386,P-002,2,85
I-000992,O-00387,P-015,1,18
I-000993,O-00388,P-033,2,18
I-000994,O-00388,P-003,3,120
I-000995,O-00388,P-020,1,120
I-000996,O-00388,P-024,1,65
I-000997,O-00389,P-018,1,98
I-000998,O-00389,P-011,2,85
I-000999,O-00389,P-031,1,85
I-001000,O-00390,P-033,2,18
I-001001,O-00391,P-021,3,24
I-001002,O-00391,P-011,1,85
I-001003,O-00391,P-031,3,85
I-001004,O-00392,P-032,1,45
I-001005,O-00392,P-027,3,52
I-001006,O-00393,P-025,1,18
I-001007,O-00394,P-008,3,65
I-001008,O-00395,P-032,1,45
I-001009,O-00396,P-012,1,65
I-001010,O-00396,P-020,3,120
I-001011,O-00396,P-025,3,18
I-001012,O-00396,P-026,1,52
I-001013,O-00397,P-004,1,72
I-001014,O-00397,P-008,3,65
I-001015,O-00398,P-032,1,45
I-001016,O-00399,P-012,3,65
I-001017,O-00400,P-017,3,58
I-001018,O-00400,P-001,2,38
I-001019,O-00401,P-002,3,85
I-001020,O-00401,P-009,1,98
I-001021,O-00402,P-021,1,24
I-001022,O-00402,P-032,1,45
I-001023,O-00402,P-031,1,85
I-001024,O-00402,P-002,1,85
I-001025,O-00403,P-025,3,18
I-001026,O-00403,P-009,1,98
I-001027,O-00403,P-027,2,52
I-001028,O-00404,P-018,3,98
I-001029,O-00404,P-030,3,32
I-001030,O-00404,P-031,2,85
I-001031,O-00404,P-002,1,85
I-001032,O-00405,P-013,2,18
I-001033,O-00405,P-028,3,38
I-001034,O-00405,P-003,1,120
I-001035,O-00405,P-012,2,65
I-001036,O-00406,P-009,3,98
I-001037,O-00407,P-010,3,45
I-001038,O-00407,P-025,3,18
I-001039,O-00407,P-016,2,24
I-001040,O-00407,P-015,1,18
I-001041,O-00408,P-014,2,38
I-001042,O-00408,P-006,2,85
I-001043,O-00408,P-011,3,85
I-001044,O-00408,P-006,2,85
I-001045,O-00409,P-034,2,45
I-001046,O-00410,P-029,3,58
I-001047,O-00410,P-005,1,45
I-001048,O-00411,P-018,2,98
I-001049,O-00412,P-028,2,38
I-001050,O-00412,P-013,1,18
I-001051,O-00412,P-020,3,120
I-001052,O-00413,P-019,1,18
I-001053,O-00414,P-033,1,18
I-001054,O-00414,P-025,3,18
I-001055,O-00414,P-008,2,65
I-001056,O-00414,P-028,3,38
I-001057,O-00415,P-031,2,85
I-001058,O-00415,P-018,3,98
I-001059,O-00415,P-033,2,18
I-001060,O-00415,P-003,3,120
I-001061,O-00416,P-018,3,98
I-001062,O-00417,P-013,3,18
I-001063,O-00417,P-009,1,98
I-001064,O-00417,P-002,3,85
I-001065,O-00417,P-015,1,18
I-001066,O-00418,P-008,2,65
I-001067,O-00418,P-014,1,38
I-001068,O-00418,P-030,3,32
I-001069,O-00419,P-009,1,98
I-001070,O-00419,P-011,1,85
I-001071,O-00420,P-027,3,52
I-001072,O-00420,P-003,3,120
I-001073,O-00420,P-009,3,98
I-001074,O-00420,P-025,3,18
I-001075,O-00421,P-006,1,85
I-001076,O-00421,P-024,2,65
I-001077,O-00422,P-004,2,72
I-001078,O-00423,P-012,2,65
I-001079,O-00423,P-009,2,98
I-001080,O-00423,P-032,2,45
I-001081,O-00423,P-033,3,18
I-001082,O-00424,P-006,1,85
I-001083,O-00424,P-026,3,52
I-001084,O-00424,P-025,3,18
I-001085,O-00424,P-023,2,85
I-001086,O-00425,P-013,2,18
I-001087,O-00425,P-008,1,65
I-001088,O-00425,P-033,3,18
I-001089,O-00425,P-004,2,72
I-001090,O-00426,P-015,3,18
I-001091,O-00426,P-008,2,65
I-001092,O-00426,P-014,1,38
I-001093,O-00427,P-018,1,98
I-001094,O-00428,P-004,3,72
I-001095,O-00428,P-005,1,45
I-001096,O-00429,P-033,3,18
I-001097,O-00429,P-034,2,45
I-001098,O-00429,P-030,3,32
I-001099,O-00429,P-033,1,18
I-001100,O-00430,P-021,3,24
I-001101,O-00431,P-006,1,85
I-001102,O-00431,P-015,1,18
I-001103,O-00432,P-024,2,65
I-001104,O-00432,P-023,1,85
I-001105,O-00433,P-019,2,18
I-001106,O-00433,P-016,1,24
I-001107,O-00433,P-021,1,24
I-001108,O-00434,P-002,1,85
I-001109,O-00434,P-007,3,98
I-001110,O-00435,P-005,1,45
I-001111,O-00435,P-030,3,32
I-001112,O-00436,P-012,3,65
I-001113,O-00436,P-018,1,98
I-001114,O-00436,P-003,3,120
I-001115,O-00436,P-016,2,24
I-001116,O-00437,P-013,2,18
I-001117,O-00437,P-018,3,98
I-001118,O-00437,P-033,1,18
I-001119,O-00437,P-030,2,32
I-001120,O-00438,P-003,2,120
I-001121,O-00438,P-006,2,85
I-001122,O-00439,P-026,1,52
I-001123,O-00439,P-022,3,85
I-001124,O-00440,P-012,2,65
I-001125,O-00441,P-030,3,32
I-001126,O-00441,P-002,3,85
I-001127,O-00442,P-034,1,45
I-001128,O-00442,P-021,1,24
I-001129,O-00443,P-020,2,120
I-001130,O-00444,P-003,3,120
I-001131,O-00444,P-028,2,38
I-001132,O-00444,P-017,3,58
I-001133,O-00444,P-011,3,85
I-001134,O-00445,P-013,2,18
I-001135,O-00445,P-018,1,98
I-001136,O-00445,P-001,2,38
I-001137,O-00445,P-032,1,45
I-001138,O-00446,P-017,2,58
I-001139,O-00446,P-002,2,85
I-001140,O-00447,P-034,1,45
I-001141,O-00448,P-005,2,45
I-001142,O-00448,P-003,1,120
I-001143,O-00449,P-026,1,52
I-001144,O-00449,P-005,1,45
I-001145,O-00450,P-013,1,18
I-001146,O-00450,P-009,3,98
I-001147,O-00450,P-017,2,58
I-001148,O-00451,P-014,1,38
I-001149,O-00451,P-002,1,85
I-001150,O-00451,P-014,3,38
I-001151,O-00452,P-019,2,18
I-001152,O-00452,P-023,1,85
I-001153,O-00452,P-012,3,65
I-001154,O-00452,P-029,2,58
I-001155,O-00453,P-010,1,45
I-001156,O-00453,P-005,2,45
I-001157,O-00453,P-006,1,85
I-001158,O-00454,P-010,3,45
I-001159,O-00454,P-030,3,32
I-001160,O-00454,P-007,1,98
I-001161,O-00454,P-018,3,98
I-001162,O-00455,P-032,1,45
I-001163,O-00455,P-006,2,85
I-001164,O-00455,P-011,3,85
I-001165,O-00455,P-025,3,18
I-001166,O-00456,P-010,1,45
I-001167,O-00456,P-033,1,18
I-001168,O-00456,P-031,3,85
I-001169,O-00456,P-030,2,32
I-001170,O-00457,P-007,3,98
I-001171,O-00457,P-008,2,65
I-001172,O-00457,P-025,1,18
I-001173,O-00458,P-030,3,32
I-001174,O-00458,P-004,1,72
I-001175,O-00459,P-028,2,38
I-001176,O-00459,P-017,1,58
I-001177,O-00460,P-016,1,24
I-001178,O-00460,P-005,1,45
I-001179,O-00460,P-027,2,52
I-001180,O-00461,P-023,1,85
I-001181,O-00461,P-024,2,65
I-001182,O-00462,P-001,3,38
I-001183,O-00462,P-004,1,72
I-001184,O-00462,P-019,1,18
I-001185,O-00463,P-006,2,85
I-001186,O-00463,P-029,1,58
I-001187,O-00463,P-002,2,85
I-001188,O-00464,P-014,3,38
I-001189,O-00464,P-015,2,18
I-001190,O-00464,P-005,2,45
I-001191,O-00464,P-009,1,98
I-001192,O-00465,P-028,2,38
I-001193,O-00466,P-019,3,18
I-001194,O-00466,P-022,3,85
I-001195,O-00466,P-014,3,38
I-001196,O-00467,P-025,3,18
I-001197,O-00467,P-007,2,98
I-001198,O-00467,P-029,2,58
I-001199,O-00467,P-018,3,98
I-001200,O-00468,P-012,3,65
I-001201,O-00468,P-002,1,85
I-001202,O-00468,P-020,2,120
I-001203,O-00468,P-033,2,18
I-001204,O-00469,P-014,2,38
I-001205,O-00469,P-033,1,18
I-001206,O-00469,P-016,1,24
I-001207,O-00470,P-027,3,52
I-001208,O-00470,P-002,2,85
I-001209,O-00470,P-004,2,72
I-001210,O-00471,P-019,3,18
I-001211,O-00471,P-004,3,72
I-001212,O-00471,P-006,1,85
I-001213,O-00472,P-003,2,120
I-001214,O-00473,P-029,1,58
I-001215,O-00473,P-026,2,52
I-001216,O-00473,P-006,1,85
I-001217,O-00473,P-016,1,24
I-001218,O-00474,P-006,2,85
I-001219,O-00474,P-009,1,98
I-001220,O-00475,P-010,1,45
I-001221,O-00475,P-003,2,120
I-001222,O-00475,P-026,3,52
I-001223,O-00476,P-015,3,18
I-001224,O-00476,P-002,3,85
I-001225,O-00476,P-027,2,52
I-001226,O-00476,P-011,2,85
I-001227,O-00477,P-034,1,45
I-001228,O-00478,P-032,3,45
I-001229,O-00478,P-014,2,38
I-001230,O-00479,P-024,3,65
I-001231,O-00479,P-016,2,24
I-001232,O-00479,P-024,3,65
I-001233,O-00479,P-034,3,45
I-001234,O-00480,P-026,2,52
I-001235,O-00480,P-015,1,18
I-001236,O-00480,P-022,1,85
I-001237,O-00481,P-031,3,85
I-001238,O-00482,P-007,2,98
I-001239,O-00482,P-031,1,85
I-001240,O-00482,P-010,3,45
I-001241,O-00482,P-022,2,85
I-001242,O-00483,P-024,2,65
I-001243,O-00483,P-027,2,52
I-001244,O-00483,P-028,2,38
I-001245,O-00483,P-014,3,38
I-001246,O-00484,P-011,3,85
I-001247,O-00484,P-003,2,120
I-001248,O-00484,P-021,1,24
I-001249,O-00485,P-002,2,85
I-001250,O-00486,P-014,2,38
I-001251,O-00486,P-018,2,98
I-001252,O-00487,P-004,3,72
I-001253,O-00487,P-031,2,85
I-001254,O-00488,P-019,2,18
I-001255,O-00489,P-032,3,45
I-001256,O-00489,P-014,2,38
I-001257,O-00489,P-017,3,58
I-001258,O-00490,P-016,3,24
I-001259,O-00490,P-014,1,38
I-001260,O-00491,P-014,3,38
I-001261,O-00491,P-002,2,85
I-001262,O-00491,P-019,2,18
I-001263,O-00492,P-013,2,18
I-001264,O-00492,P-022,2,85
I-001265,O-00492,P-013,3,18
I-001266,O-00492,P-009,1,98
I-001267,O-00493,P-013,1,18
I-001268,O-00493,P-010,1,45
I-001269,O-00493,P-024,3,65
I-001270,O-00493,P-008,3,65
I-001271,O-00494,P-007,3,98
I-001272,O-00494,P-033,2,18
I-001273,O-00495,P-011,3,85
I-001274,O-00495,P-032,3,45
I-001275,O-00495,P-001,2,38
I-001276,O-00496,P-023,1,85
I-001277,O-00496,P-009,3,98
I-001278,O-00496,P-022,2,85
I-001279,O-00497,P-025,1,18
I-001280,O-00497,P-009,1,98
I-001281,O-00497,P-033,2,18
I-001282,O-00498,P-001,2,38
I-001283,O-00498,P-028,3,38
I-001284,O-00498,P-033,3,18
I-001285,O-00499,P-018,2,98
I-001286,O-00499,P-017,1,58
I-001287,O-00499,P-018,3,98
I-001288,O-00499,P-008,3,65
I-001289,O-00500,P-013,3,18
I-001290,O-00500,P-014,3,38
I-001291,O-00501,P-018,1,98
I-001292,O-00501,P-026,3,52
I-001293,O-00501,P-025,2,18
I-001294,O-00502,P-006,1,85
I-001295,O-00502,P-031,2,85
I-001296,O-00503,P-027,3,52
I-001297,O-00503,P-023,2,85
I-001298,O-00504,P-021,1,24
I-001299,O-00504,P-001,2,38
I-001300,O-00505,P-011,2,85
I-001301,O-00506,P-025,1,18
I-001302,O-00507,P-003,3,120
I-001303,O-00508,P-018,1,98
I-001304,O-00508,P-013,3,18
I-001305,O-00508,P-004,2,72
I-001306,O-00508,P-023,2,85
I-001307,O-00509,P-012,3,65
I-001308,O-00510,P-033,1,18
I-001309,O-00510,P-009,2,98
I-001310,O-00510,P-029,3,58
I-001311,O-00510,P-006,3,85
I-001312,O-00511,P-027,2,52
I-001313,O-00511,P-013,1,18
I-001314,O-00511,P-030,2,32
I-001315,O-00512,P-003,2,120
I-001316,O-00512,P-013,1,18
I-001317,O-00512,P-017,1,58
I-001318,O-00513,P-010,2,45
I-001319,O-00514,P-015,2,18
I-001320,O-00514,P-015,2,18
I-001321,O-00514,P-020,2,120
I-001322,O-00515,P-027,1,52
I-001323,O-00516,P-008,1,65
I-001324,O-00517,P-021,1,24
I-001325,O-00518,P-033,1,18
I-001326,O-00518,P-019,3,18
I-001327,O-00518,P-012,2,65
I-001328,O-00518,P-024,1,65
I-001329,O-00519,P-032,2,45
I-001330,O-00520,P-034,3,45
I-001331,O-00520,P-019,2,18
I-001332,O-00521,P-006,3,85
I-001333,O-00522,P-031,3,85
I-001334,O-00522,P-017,2,58
I-001335,O-00522,P-002,1,85
I-001336,O-00523,P-027,3,52
I-001337,O-00524,P-024,1,65
I-001338,O-00524,P-003,2,120
I-001339,O-00524,P-032,3,45
I-001340,O-00524,P-033,3,18
I-001341,O-00525,P-034,3,45
I-001342,O-00526,P-022,2,85
I-001343,O-00526,P-016,2,24
I-001344,O-00527,P-033,1,18
I-001345,O-00527,P-031,1,85
I-001346,O-00527,P-010,3,45
I-001347,O-00528,P-026,1,52
I-001348,O-00528,P-018,3,98
I-001349,O-00528,P-019,3,18
I-001350,O-00528,P-003,1,120
I-001351,O-00529,P-002,1,85
I-001352,O-00529,P-026,1,52
I-001353,O-00529,P-011,3,85
I-001354,O-00529,P-005,3,45
I-001355,O-00530,P-006,3,85
I-001356,O-00530,P-008,2,65
I-001357,O-00530,P-016,2,24
I-001358,O-00530,P-023,3,85
I-001359,O-00531,P-013,2,18
I-001360,O-00531,P-022,1,85
I-001361,O-00531,P-027,1,52
I-001362,O-00531,P-005,3,45
I-001363,O-00532,P-002,2,85
I-001364,O-00533,P-008,1,65
I-001365,O-00533,P-031,3,85
I-001366,O-00533,P-030,2,32
I-001367,O-00533,P-005,2,45
I-001368,O-00534,P-032,1,45
I-001369,O-00534,P-002,3,85
I-001370,O-00534,P-011,2,85
I-001371,O-00534,P-018,2,98
I-001372,O-00535,P-010,2,45
I-001373,O-00535,P-022,2,85
I-001374,O-00536,P-011,2,85
I-001375,O-00536,P-003,3,120
I-001376,O-00537,P-034,3,45
I-001377,O-00538,P-013,3,18
I-001378,O-00538,P-031,3,85
I-001379,O-00538,P-013,1,18
I-001380,O-00538,P-033,1,18
I-001381,O-00539,P-003,3,120
I-001382,O-00539,P-013,3,18
I-001383,O-00539,P-004,2,72
I-001384,O-00539,P-008,1,65
I-001385,O-00540,P-005,2,45
I-001386,O-00540,P-034,3,45
I-001387,O-00541,P-012,2,65
I-001388,O-00542,P-014,1,38
I-001389,O-00542,P-025,1,18
I-001390,O-00543,P-013,1,18
I-001391,O-00543,P-003,2,120
I-001392,O-00543,P-007,2,98
I-001393,O-00544,P-030,1,32
I-001394,O-00544,P-005,2,45
I-001395,O-00544,P-026,1,52
I-001396,O-00544,P-029,2,58
I-001397,O-00545,P-023,2,85
I-001398,O-00545,P-029,1,58
I-001399,O-00545,P-015,3,18
I-001400,O-00546,P-020,2,120
I-001401,O-00546,P-001,1,38
I-001402,O-00546,P-026,1,52
I-001403,O-00546,P-003,1,120
I-001404,O-00547,P-016,3,24
I-001405,O-00547,P-029,2,58
I-001406,O-00548,P-012,2,65
I-001407,O-00549,P-002,3,85
I-001408,O-00549,P-022,3,85
I-001409,O-00549,P-021,1,24
I-001410,O-00549,P-027,2,52
I-001411,O-00550,P-027,2,52
I-001412,O-00551,P-019,3,18
I-001413,O-00551,P-034,3,45
I-001414,O-00552,P-004,2,72
I-001415,O-00552,P-004,3,72
I-001416,O-00553,P-008,1,65
I-001417,O-00553,P-015,1,18
I-001418,O-00553,P-017,1,58
I-001419,O-00553,P-016,2,24
I-001420,O-00554,P-006,2,85
I-001421,O-00554,P-017,3,58
I-001422,O-00554,P-026,3,52
I-001423,O-00555,P-032,1,45
I-001424,O-00556,P-024,1,65
I-001425,O-00556,P-033,1,18
I-001426,O-00556,P-026,1,52
I-001427,O-00557,P-029,3,58
I-001428,O-00557,P-023,3,85
I-001429,O-00558,P-014,2,38
I-001430,O-00559,P-016,3,24
I-001431,O-00560,P-023,3,85
I-001432,O-00561,P-011,3,85
I-001433,O-00561,P-031,3,85
I-001434,O-00561,P-025,3,18
I-001435,O-00561,P-034,2,45
I-001436,O-00562,P-033,2,18
I-001437,O-00562,P-019,3,18
I-001438,O-00562,P-011,2,85
I-001439,O-00562,P-030,3,32
I-001440,O-00563,P-033,1,18
I-001441,O-00564,P-012,2,65
I-001442,O-00564,P-022,1,85
I-001443,O-00565,P-008,1,65
I-001444,O-00566,P-020,3,120
I-001445,O-00566,P-027,1,52
I-001446,O-00566,P-007,2,98
I-001447,O-00567,P-003,3,120
I-001448,O-00567,P-025,2,18
I-001449,O-00567,P-034,3,45
I-001450,O-00567,P-021,1,24
I-001451,O-00568,P-008,2,65
I-001452,O-00568,P-025,2,18
I-001453,O-00568,P-018,1,98
I-001454,O-00568,P-024,3,65
I-001455,O-00569,P-010,2,45
I-001456,O-00569,P-023,2,85
I-001457,O-00570,P-001,3,38
I-001458,O-00570,P-033,2,18
I-001459,O-00571,P-027,3,52
I-001460,O-00571,P-012,3,65
I-001461,O-00571,P-014,3,38
I-001462,O-00572,P-024,2,65
I-001463,O-00572,P-018,3,98
I-001464,O-00572,P-017,2,58
I-001465,O-00573,P-028,1,38
I-001466,O-00573,P-033,1,18
I-001467,O-00574,P-013,1,18
I-001468,O-00574,P-027,2,52
I-001469,O-00575,P-027,2,52
I-001470,O-00575,P-014,2,38
I-001471,O-00575,P-006,1,85
I-001472,O-00575,P-012,3,65
I-001473,O-00576,P-012,3,65
I-001474,O-00576,P-016,3,24
I-001475,O-00576,P-006,1,85
I-001476,O-00576,P-004,2,72
I-001477,O-00577,P-015,3,18
I-001478,O-00577,P-025,2,18
I-001479,O-00578,P-001,2,38
I-001480,O-00578,P-029,1,58
I-001481,O-00578,P-005,1,45
I-001482,O-00578,P-031,2,85
I-001483,O-00579,P-021,1,24
I-001484,O-00579,P-027,1,52
I-001485,O-00580,P-030,2,32
I-001486,O-00580,P-031,3,85
I-001487,O-00580,P-015,3,18
I-001488,O-00581,P-025,2,18
I-001489,O-00581,P-014,2,38
I-001490,O-00582,P-025,1,18
I-001491,O-00582,P-028,1,38
I-001492,O-00582,P-025,3,18
I-001493,O-00582,P-030,2,32
I-001494,O-00583,P-013,3,18
I-001495,O-00583,P-005,1,45
I-001496,O-00583,P-020,3,120
I-001497,O-00584,P-029,2,58
I-001498,O-00584,P-022,1,85
I-001499,O-00584,P-019,2,18
I-001500,O-00585,P-026,1,52
I-001501,O-00585,P-023,2,85
I-001502,O-00585,P-008,2,65
I-001503,O-00586,P-017,1,58
I-001504,O-00586,P-010,3,45
I-001505,O-00586,P-026,2,52
I-001506,O-00587,P-015,2,18
I-001507,O-00587,P-024,2,65
I-001508,O-00587,P-023,3,85
I-001509,O-00588,P-029,3,58
I-001510,O-00588,P-034,3,45
I-001511,O-00588,P-018,1,98
I-001512,O-00589,P-027,3,52
I-001513,O-00589,P-006,1,85
I-001514,O-00590,P-001,2,38
I-001515,O-00590,P-026,1,52
I-001516,O-00590,P-013,1,18
I-001517,O-00591,P-011,3,85
I-001518,O-00591,P-028,3,38
I-001519,O-00592,P-028,1,38
I-001520,O-00593,P-006,1,85
I-001521,O-00594,P-007,1,98
I-001522,O-00594,P-007,2,98
I-001523,O-00594,P-017,1,58
I-001524,O-00595,P-017,1,58
I-001525,O-00595,P-031,2,85
I-001526,O-00595,P-012,2,65
I-001527,O-00596,P-013,2,18
I-001528,O-00596,P-010,1,45
I-001529,O-00596,P-019,3,18
I-001530,O-00597,P-015,2,18
I-001531,O-00598,P-022,1,85
I-001532,O-00598,P-023,2,85
I-001533,O-00598,P-016,2,24
I-001534,O-00599,P-032,2,45
I-001535,O-00599,P-016,1,24
I-001536,O-00600,P-014,2,38
I-001537,O-00600,P-031,1,85
I-001538,O-00600,P-031,1,85
I-001539,O-00600,P-030,1,32
I-001540,O-00601,P-001,2,38
I-001541,O-00601,P-002,2,85
I-001542,O-00601,P-031,1,85
I-001543,O-00602,P-033,2,18
I-001544,O-00602,P-012,2,65
I-001545,O-00603,P-006,1,85
I-001546,O-00603,P-001,1,38
I-001547,O-00604,P-009,3,98
I-001548,O-00604,P-010,1,45
I-001549,O-00604,P-016,2,24
I-001550,O-00604,P-030,3,32
I-001551,O-00605,P-009,3,98
